country,year,pop,continent,lifeExp,gdpPercap
Lee Coal Contracting Inc,2008,2,PA,3178,390
Rob Fork Contour,2008,21,KY,160477,2493
No. 19,2005,21,KY,115044,1941
Right Oakley Surface,2013,55,KY,521834,2612
Dolet Hills Lignite Company,2011,253,LA,3864700,2119
Army Trail #1,2012,17,KY,7328,456
Hemphill No. 1,2008,3,KY,28765,200
#74,2005,29,KY,189123,2788
Swann's Crossing,2013,37,AL,137511,2053
Colowyo Mine,2011,221,CO,2537904,1855
Bridger Underground Coal Mine,2013,267,WY,4442616,2378
Little Toby Mine,2004,29,PA,468404,2191
Middle Fork Surface,2004,48,KY,324418,1722
Cavanal West Mine,2005,2,OK,2873,93
Mine No 1,2013,50,PA,108484,2024
S-4 Netley Branch,2000,34,KY,470676,2665
Rochester Mills Strip Mine,2017,1,PA,17772,180
Martwick Underground,2000,38,KY,361376,2129
Molloy-Fayette Highwall Miner (2),2002,21,WV,447012,1958
D-17,2018,76,VA,124412,1723
88 Strip,2015,93,VA,591499,2372
Surface Mine No. 3,2016,6,VA,16166,2321
Randolph Mine,2010,109,WV,592358,2511
Joe Bosack Mine,2009,2,PA,704,80
EPB Strip,2017,18,PA,153627,2419
SHM 12-66,2017,14,WV,153817,2361
Tower Mountain,2004,28,WV,438286,2689
BAM 4 Auger ,2011,2,WV,1752,377
Birch River Mine,2005,185,WV,2765459,2508
Winfield South Strip,2005,160,TX,2607152,2221
Pardee Surface,2004,46,VA,706307,2684
No 1,2007,4,KY,1074,120
#1,2005,19,KY,67070,1308
S-27 Bluegrass,2014,48,KY,320119,2308
Mine #15,2004,25,KY,199968,2749
Mine No. 1 ,2002,13,KY,86822,1659
Mine No 4,2004,26,WV,368834,2064
Foidel Creek Mine,2014,292,CO,6659492,2239
Jewett Mine,2001,338,TX,7386216,2041
Raven Mine #1,2007,77,KY,520128,2347
M-107 ,2018,5,KY,42060,2196
SHM-10  ,2008,8,KY,54158,1778
Mine No. 7,2008,26,KY,8158,241
Rocky Top Mine,2002,2,PA,136,840
Eagle Hill Strip,2004,5,PA,33969,2369
Ancient Sun Strip Saylor-McKinney,2004,3,PA,12455,1891
No. 3 HWM Convict,2009,4,VA,9522,1106
Columbia Mine,2000,42,IN,767839,2320
Hip-High Mine # 1,2000,41,KY,245158,1948
Pratt No. 1 Mine,2004,38,AL,102582,2152
K-4 Mine,2009,17,KY,70538,2769
SHM #67,2011,5,PA,14848,1942
Coal Innovations # 1,2013,2,PA,18449,955
Caretta #2 Mine,2004,7,WV,90861,1820
T. P. Auger,2004,16,OH,71552,1493
Agustus,2005,32,PA,98641,1847
Ben Hal Strips,2006,6,PA,96277,1870
3140,2011,3,WV,28495,2280
No 8,2000,20,KY,167268,2626
Dial's Branch,2001,71,KY,1364653,2384
#1,2006,17,KY,64318,1694
No. 1 Wallins,2008,22,KY,68536,1504
Tram Mine #1,2013,10,KY,63588,1115
No. 1 Surface Mine,2007,17,KY,52926,1683
Strishock Strip Mine/Zimmerman & Ex,2004,2,PA,4700,1269
Genesis,2015,236,KY,2440475,2472
Johnson Fork Refuse Project #1,2010,2,KY,15017,680
No 6,2017,13,VA,60061,2930
Mine No 3,2000,12,VA,60825,1976
Stockburg #1,2001,49,WV,1604492,2294
Lindbergh,2004,39,AL,412216,3145
Cooper Ridge Deep Mine,2018,37,TN,129335,1879
D-7 Osaka,2018,103,VA,197316,1753
Mine No. 40,2015,43,WV,142118,2308
Piedmont Mine,2011,10,WV,64591,2339
"Black Castle Mining Company, LLC",2011,38,WV,365805,3020
Tuscarora Mines & Minerals Corporation,2004,2,PA,16665,1682
"River Hill Coal Co., Inc.",2007,53,PA,183435,2067
Deep Mine #38,2003,22,VA,186532,1807
Somerville Central Mine,2005,183,IN,3345135,2487
Grace Auger,2000,3,WV,3319,238
No 1A Surface Mine,2007,71,WV,1367111,2207
WV-3 Surface Mine,2015,26,WV,131427,1142
Auger 4,2006,2,PA,26626,2101
No 1 Strip,2008,7,WV,24708,2166
#1 Auger,2002,3,VA,15978,1577
Reevesdale #1,2004,2,PA,11482,2646
The Banner Mine,2008,14,VA,56307,2574
Kilgore Creek Highwall Mine,2013,10,VA,89623,1225
Cedar Grove #1 Mine,2009,25,WV,166036,1731
Samples Mine Highwall Miner,2014,10,WV,146020,2888
Grapevine South Surface Mine,2010,34,WV,406351,3076
Jarisa Cave Spur Mine,2000,39,KY,460434,2145
#2 Surface,2009,2,KY,8433,1250
Sturgeon Freeman Fork,2013,5,KY,28759,1814
Rhino Mine #1,2009,4,KY,634,285
Genesis,2014,263,KY,2515011,2487
Big Sandy Refuse,2009,2,KY,41907,885
Jarisa Cave Spur Mine,2015,36,KY,12992,127
Red Oak Inc,2002,2,WV,37066,1829
No. 1 Surface,2007,2,MD,8318,929
No 1 Strip,2014,13,MD,93730,2415
Taylor # 1,2012,67,MD,444225,1886
#4,2004,90,KY,944444,2707
Big Mine Run,2005,2,PA,630,95
Clearfield County Strips,2016,1,PA,777,32
Red Hawk,2009,26,IL,504943,2345
Mine #16,2000,23,KY,239895,2464
Lewis Mine,2012,7,IN,48,2476
Antioch Mine,2011,55,IN,824404,2915
Old Ed #21,2013,12,IL,85196,1578
N.A.A.M. No. 14 (Auger Serial #15),2004,4,KY,76774,1756
Auger Mine No. 34,2010,3,KY,17235,1196
Mount Sterling Branch,2010,72,KY,595465,2600
N.A.A.M. No. 21,2017,3,KY,36216,1078
Highwall Miner #64,2012,16,KY,55728,694
No. 8,2012,32,KY,178546,1724
Freedom,2009,152,KY,1264981,2643
#1 Strip,2004,9,VA,16874,1351
Black Bear #4,2004,18,VA,62487,1813
Blaylock Mine,2000,7,AL,68518,1763
No 10,2000,13,VA,30245,1000
Hopedale Mine,2009,129,OH,1493719,2367
No 9,2011,12,VA,46022,2155
Eckman Surface Mine,2012,18,WV,9767,2474
Ruby Energy,2010,84,WV,654567,2549
Crawdad No 1 Mine,2012,42,WV,265134,1991
Low Gap Surface Mine,2016,5,WV,11722,1114
Low Gap Surface Mine,2018,19,WV,138846,2024
H-3,2014,7,KY,289065,2420
Deep Mine 41,2010,29,VA,41906,2456
Dorothy No 3 Mine,2011,70,WV,417144,2354
No 34 Auger,2010,2,KY,9497,907
Mine No 3,2010,21,WV,124061,2116
Sweet Birch,2009,18,WV,22978,567
Hernshaw 14A Mine,2004,13,WV,25561,1355
Europa Mine,2003,65,WV,924539,2517
No. 4 Mine,2012,77,WV,370287,2104
VP 8,2006,59,VA,285634,1069
Atlas Anthracite Coal Corporation,2012,7,PA,24661,1853
Glendon #2,2001,18,KY,34603,511
Flint Ridge Mine #2,2009,100,KY,756694,2652
#12,2014,2,KY,23832,459
Greenbriar Mine,2004,2,KY,203,38
Hatfield Gap Surface Mine,2005,30,KY,200351,2797
Condor Mine,2016,2,PA,3489,2047
Auger Mine No 28,2005,2,KY,4713,264
No.7,2018,12,KY,35902,1816
Love Branch South,2008,8,KY,11253,547
Premium Fine Coal Inc,2004,3,PA,11773,2210
WVA-A3 (Alloy),2006,3,WV,27936,1542
Revloc Refuse Site,2000,6,PA,207120,2121
West Dante,2002,15,VA,70815,1550
Crooked Run Mine,2002,10,WV,12557,1005
Auger #3,2007,10,OH,2521,247
Fayette Co Strips,2009,15,PA,151448,1577
Enercorp Inc,2011,2,PA,6921,1458
Strip #1,2013,34,TN,173221,2383
Virginia Point No. 1 Surface Mine,2007,6,VA,25579,1991
Mine No. 39,2010,82,WV,305574,2457
Mountaineer Pocahontas No 3 Mine ,2007,17,WV,40368,1124
No. 6,2013,30,WV,48643,1401
No 1 Strip,2009,7,WV,33538,1909
Sandlick II,2009,75,KY,488047,2373
Job #43,2005,3,KY,5090,879
Tito Mine White Vein Slope,2004,4,PA,4133,1593
Buck Run P-8 P-10,2003,6,PA,5744,2011
S-28 Lewis Creek ,2016,15,KY,172630,2823
No 2,2008,15,KY,37565,1413
S-15 Flag Knob,2003,45,KY,744366,2529
No. 75,2015,33,KY,137022,2368
Vicco Mine,2002,118,KY,1585744,2656
Freeport Mining Corp,2000,6,WV,6739,1019
Caballo Mine,2012,321,WY,16841183,1931
3166,2016,3,WV,1308,120
Shannon Mine ,2006,59,AL,391808,2228
Deserado Mine,2018,102,CO,1552791,1645
11,2018,3,WV,24546,1200
The Banner Mine,2006,4,VA,918,144
Reylas Surface Mine,2015,92,WV,863602,2232
"Black Castle Mining Company, LLC",2018,139,WV,948804,2035
Patton No 11,2012,26,WV,88147,2364
WV-3 Surface Mine,2016,43,WV,305521,2134
Ohio County Mine,2011,621,WV,5148574,2387
Minway No. 1,2011,18,WV,392930,2649
No 1,2010,28,KY,20823,1960
# 2,2004,11,KY,18251,669
Castle Valley Mine #3,2017,19,UT,175089,1456
Motts Branch Mine,2000,39,KY,287180,1223
No. 1,2008,36,KY,76617,1184
Lewis Mine,2001,18,IN,82669,1220
South Ridge Mine #1 UK,2001,48,WV,13736,179
Camp Creek Mine No. 1,2002,70,WV,92909,414
Bowman Strip,2003,24,OH,274047,2333
Lions Club,2003,19,OH,145511,3060
Deep Mine 25,2013,155,VA,545372,2009
VFC-Western Strip,2008,25,VA,30789,585
"Black Castle Mining Company, LLC",2012,32,WV,307777,2162
Solomon Run,2017,11,PA,137541,2171
Williamstown Mine #1,2015,7,PA,16417,2006
Mine 5,2011,33,WV,361930,2078
Quincy Manufactured Home Park,2010,36,WV,347810,2658
WV-3 Surface Mine,2003,28,WV,11102,123
Tuscarawas Strip,2007,57,OH,832449,2758
Lowry Mine,2018,7,PA,7195,727
DODSON #1,2007,2,PA,8331,1750
Stark Strip,2013,45,OH,419217,2387
Rose Valley #587,2013,16,OH,103900,2383
Lucerne  #1,2014,5,PA,35896,949
Mine No. 1,2018,297,IL,4691631,1873
Alden Resources Harps Creek,2010,15,KY,87938,2605
KY 11,2006,16,KY,212396,2114
No 4A,2007,30,KY,135444,953
Mine No 5,2008,11,KY,91572,2626
Smith  #1,2004,2,KY,12638,1608
#3,2007,19,KY,44675,1315
McClure Strip,2012,39,PA,219622,2480
Jeddo Basin (J-44),2007,48,PA,72671,2093
No 2,2000,14,KY,42299,1107
Bee Hollow Mine,2000,6,WV,7357,209
Carroll Hollow Mine,2001,5,OH,33717,2064
Honey Branch Mine,2001,10,KY,242678,2608
Johnson-Floyd Coal Company LLC Job 1,2006,24,KY,277525,3466
E4-1,2018,82,KY,177878,2063
Sunrise Mine,2004,32,KY,146710,1690
Ben's Branch Mine,2012,19,KY,372145,2248
Mine No 3,2001,15,WV,128776,2225
Redbush #1,2013,7,KY,5100,586
No 1,2009,3,KY,3753,771
Lewis Mine,2009,23,IN,485710,2815
Hilsmeyer Mine,2015,16,IN,187455,2633
Rice #1 (Strip),2016,74,OH,332541,1623
Crandall Canyon Mine,2003,52,UT,1202106,2287
Pollock Knob Surface Mine,2015,16,WV,127319,3250
Powellton #1 Mine,2007,10,WV,3337,289
Mine No. 40,2013,51,WV,221951,2388
Winifred Deep Mine,2005,33,WV,218007,2185
Mountain View Mine,2014,207,WV,1920877,2128
No. 1 Surface,2017,15,MD,89245,2060
Sioux Bank,2009,2,PA,7499,2378
AG1,2010,3,PA,8716,536
South Fork,2004,3,PA,16427,1338
S-17 Cumberland,2017,34,KY,323575,3170
Equality,2015,121,KY,2168969,2187
Pride,2016,62,KY,687671,2205
Tantrough,2009,18,KY,64723,2320
Love Branch,2010,21,KY,46916,1564
Mine #1 ,2008,2,KY,7445,884
Mine #1,2004,19,KY,94889,2267
No. 1 Surface,2002,9,KY,58184,1549
Leach Mountain,2002,11,TN,87844,2458
N & L Slope,2011,3,PA,6392,1820
Dutch Run,2000,18,PA,232465,2155
Deerlick Mine,2012,16,AL,75229,2230
Snake Road Stripping,2010,3,PA,4123,490
Kellar #3  SN #3153,2013,3,PA,7158,577
D-18,2008,58,VA,310072,2898
Hoover Job,2011,21,PA,171076,2578
Shawver Operation,2010,4,PA,41364,1580
D-17,2014,18,VA,97145,2464
Deep Mine 37,2017,30,VA,24194,560
Armstrong Co Strips,2006,22,PA,382434,2007
Ancient Sun Strip Saylor-McKinney,2007,3,PA,21997,2209
Big Branch Mine,2001,26,KY,211127,2099
Flat Creek,2003,4,KY,23543,1312
HM #1 Hignite,2009,15,KY,9863,1374
7,2015,8,KY,1240,164
Hoods Fork,2012,18,KY,49178,2612
War Branch No 1 Mine,2009,56,WV,102831,1544
Europa Mine,2004,83,WV,1089190,2411
A W Long Coal Company,2018,1,PA,326,332
Auger Mine No 17,2002,3,KY,14754,951
Shean Hill Mine,2009,28,OH,178241,2375
Manchester Mine,2015,21,AL,93366,1945
Fieg Bros Coal Co.,2007,11,PA,115498,2401
Shadrick 5 Block,2009,38,WV,345935,1990
Jims Branch No 2,2008,32,WV,127762,2104
White Buck No 2,2004,42,WV,429611,2226
No 1A Surface Mine,2004,22,WV,31293,2332
Sycamore Surface Mine,2014,43,WV,500641,1937
Rider #1,2007,26,WV,220776,2308
Mine No 4,2009,9,WV,44232,2701
Guyan Mine,2005,211,WV,2758922,2457
John Shingara No. 1,2005,2,PA,403,294
Friendsville Mine,2016,25,IL,274680,2460
Sigmon Strip #23,2003,32,VA,198350,2680
Southfield Mine,2000,22,CO,196928,1878
Auger #3,2000,1,OH,1209,325
No 6,2002,33,WV,200475,1912
Rayne No 1,2001,13,PA,83589,1913
West Ridge Mine,2001,79,UT,2290769,2320
Brier Hill,2001,12,PA,57322,2488
K & A Strips,2015,2,PA,10985,1645
Calvert Mine,2003,86,TX,2223039,2167
Mine No 4,2009,37,VA,365622,2434
Hamilton Shop,2008,30,PA,157051,2381
Hynoski Bros Shenandoah Strip,2005,2,PA,21589,2964
Auger Mine No 1,2004,3,VA,51175,2251
No 4,2003,26,KY,228188,2871
Laurel Sand and Stone Inc,2015,33,PA,245882,2382
Mine No 3,2001,17,VA,120061,2618
Big Run Mine,2003,94,KY,1271064,2492
Timber Tree #9,2007,10,KY,18135,866
Surface #1,2005,4,KY,18574,1859
Dry Branch ,2009,31,KY,299385,2512
OAM#19,2015,2,KY,6127,530
Big Branch,2013,38,KY,425270,2971
#1 Strip Mine,2014,2,KY,13452,1717
TJS #1,2002,10,PA,25152,517
Spur Mine,2018,42,OK,171767,1724
North Surface Mine,2018,37,WV,181155,1649
West Cazy Surface Mine,2004,66,WV,455411,1988
Foidel Creek Mine,2006,410,CO,8635561,2226
Wolfpen Mine,2008,10,WV,1445,54
American Eagle Mine,2007,136,WV,1792172,2186
Dotiki Mine,2009,387,KY,4200121,2811
Casselman Mine,2010,5,MD,4653,430
Huskin Mine,2016,6,PA,9218,1094
Highland No 2,2007,9,PA,3034,332
Kraynak No 3,2004,3,PA,8602,550
Fossil #1,2000,2,PA,17123,1949
Lively Grove Mine,2012,262,IL,2818895,2243
Branchdale Job,2007,1,PA,1360,480
Hynoski Bros Centralia Mine,2008,2,PA,5420,1575
Burnside Surface Mine,2005,3,PA,1191,100
Zerbe 10 Mine,2014,2,PA,5523,870
Paw Paw Mine,2006,25,VA,59867,2009
Big Brown Strip,2012,232,TX,3005616,2155
New Centerville Quarry,2003,10,PA,13268,2188
Fisher Mining Company,2000,33,PA,262743,2545
Shaw,2000,22,PA,194832,2113
Mine #1,2006,73,KY,327348,2392
Process Energy,2014,122,KY,843034,2274
Auger Mine No. 34,2011,2,KY,7605,746
#17,2004,54,KY,902020,2870
Dorton E 3,2008,14,KY,18722,687
Mine # 1,2002,11,KY,21667,1130
No 48 Mine,2000,17,WV,155809,2432
No 34 Mine,2000,29,WV,583392,2487
Buttahatchee Mine No 1,2009,26,AL,167286,2299
Aracoma Alma Mine #1,2002,143,WV,1503273,2443
Elk Creek Mine,2003,204,CO,4596324,1893
Fieg Bros Coal Co.,2003,12,PA,107270,2175
Straight Creek Surface Mine #1,2009,21,TN,81297,1553
No. 3,2007,34,WV,55230,1043
Grassy Creek No 1,2007,84,WV,562978,2317
Kingston No. 2,2011,89,WV,523959,2399
T. P. Auger,2003,2,OH,53840,1250
No. 2,2005,32,KY,178145,1960
Highwall Miner #1,2018,6,AL,54418,1856
Van Lear ,2007,139,KY,759083,2726
#4,2004,13,KY,2071,495
Anna Branch Surface Mine,2005,12,WV,68484,1153
Surface Mine No. 7,2018,10,WV,5909,1034
WV-3 Surface Mine,2010,23,WV,10398,588
No. 9,2008,32,WV,83334,1943
Surface Mine #1,2008,31,AL,168835,1587
Marshall Mine,2003,3,PA,23479,2008
#1 Strip,2010,7,VA,13674,966
Buckeye #2,2006,6,KY,73945,2287
D-6 North Fork,2015,98,VA,451017,2275
Switz City,2000,25,IN,589366,3081
Caney #1 Strip,2000,6,VA,14177,1377
Usibelli,2009,100,AK,1860363,2394
Ser #3163,2005,4,PA,12708,1043
Baker Mine,2002,302,KY,2869239,2282
Decker Mine,2013,86,MT,3121820,1868
Horton Strips,2013,5,PA,9522,786
Bertovich Surface Mine,2010,2,PA,20943,1666
Stark Strip,2012,38,OH,350550,2446
Kingston No 1,2000,71,WV,797857,2607
Wallins Strip,2001,7,KY,4816,1854
#2,2008,10,KY,43239,1875
Darmac No. 3,2002,20,PA,222424,2280
Carbon Hill Mine,2016,12,AL,33102,2362
Friendsville Mine,2007,52,IL,937824,2888
Riola Mine Complex - Riola Portal,2004,61,IL,999641,2578
Prairie Eagle-Underground,2008,62,IL,1112101,2127
Emerald Mine No 1,2010,575,PA,4901640,2222
Enlow Fork Mine,2013,716,PA,10111722,2456
Culm Co. #1,2011,2,PA,8748,1629
Twin Bridges 2,2012,7,WV,3880,1005
Marett Mine,2006,7,PA,62460,3007
Prosperity Mine No. 1,2004,25,TN,141073,1542
Sigmon Strip #23,2007,65,VA,492889,2250
Kingston No. 2,2003,27,WV,298566,2699
Airport Strip,2007,9,WV,31852,1492
Carbon Mine,2011,3,PA,9739,2134
No 27 Strip,2017,28,VA,210499,2004
Strip #3,2005,8,OH,63736,2920
West Ridge Mine,2009,288,UT,3062984,2064
Simpson Branch,2007,22,KY,104236,2000
No 2,2006,7,KY,4033,995
Becker/Bender,2002,1,PA,4257,728
Shaw,2002,18,PA,134167,2223
Lone Eagle Mine,2002,2,PA,355,114
No. 1,2002,15,KY,30299,1200
ADDCAR Systems 13 HWM Serial No 23013,2004,16,IN,53228,1223
Three Oaks,2014,310,TX,7527358,2124
Lions Club,2005,19,OH,93819,3041
Shale-Co,2000,1,AR,4904,2220
No. 10,2016,41,VA,274236,2200
Roundbottom Powellton Deep Mine,2012,159,WV,790260,2431
Pond Creek Mine No. 1,2012,22,WV,52551,2402
Kaska Bank Operations,2009,2,PA,832,604
Kellar #3  SN #3153,2006,3,PA,10764,572
No 1 Strip,2014,21,VA,69259,1435
North Mahanoy Bank,2005,1,PA,17388,2569
Mine 33,2007,14,PA,93575,2702
Coal Mountain No 1 Surface,2013,119,WV,1186374,1971
No. 4 Mine,2006,52,WV,188470,1994
Farley Eagle Mine,2013,44,WV,272773,2435
Tatum Strip Mine,2000,55,TX,1031987,1939
Laurel Ridge,2001,14,PA,92175,2515
Cam Creek Mine,2015,9,KY,4908,1513
Job 22,2009,29,KY,148748,2102
Bardo #1,2004,58,KY,342746,2670
LEWIS CREEK,2014,65,KY,948513,2039
Montgomery Creek,2008,32,KY,118284,1232
Bent Mountain Surface Mine #2,2011,54,KY,411031,2906
No 18,2010,17,KY,70989,2921
Bevins Branch Surface Mine #2,2008,50,KY,324144,2360
Center Mine,2011,137,ND,4191399,1891
Century Mine,2010,402,OH,6214246,2373
Rice #1 (Strip),2013,169,OH,906631,2072
EPB Strip,2005,19,PA,253349,2693
Middle Fork Hagy,2013,63,VA,240605,1992
Piedmont Mine,2008,16,WV,61581,1970
Campbells Creek No 10 Mine,2004,47,WV,347801,2258
Mine No. 35,2004,31,WV,228145,2221
Jerry Fork Eagle,2018,111,WV,423749,1829
Still Run No. 10,2005,7,WV,6026,302
Surface No 5,2016,1,WV,1198,1960
Fork Creek No 1,2013,130,WV,543882,2660
Loss-Riggs Surface Mine S-2003-05,2005,7,WV,20781,728
Deep Mine No 7,2004,37,WV,533402,2741
Job #3,2018,22,MD,139685,1305
R S & W Drift,2015,5,PA,12348,1396
Buck Mountain Slope,2013,4,PA,623,320
Buck Run P-8 P-10,2006,5,PA,12199,1613
Cherokee Mine,2009,96,VA,302897,1868
Acosta Mine,2000,8,PA,113142,2494
Navajo Mine,2001,347,NM,8020215,2115
ADDCAR System 11 HWM Serial No 23011,2001,12,IN,24530,479
Olde Buck Mine,2009,2,PA,858,343
Yenzi Strip #3 Mine,2013,2,PA,11048,1361
Morris Ridge Strip,2003,10,PA,35924,2143
R S & W Drift,2006,4,PA,16722,1260
Tamaqua Mine,2008,51,PA,43946,1996
Surface/HM-2,2006,14,TN,247837,2324
Deep Mine # 3 ,2005,55,VA,133864,1895
Island Mine #1,2000,87,KY,1319430,2421
Crystal Strip,2015,2,PA,7749,180
Calvert Mine,2010,75,TX,1869981,2371
Oxford Mining #3,2007,54,OH,612614,2727
Stark Strip,2011,15,OH,53259,1352
S & H Mine #2,2001,14,TN,77418,2416
No.17 Mine,2001,23,KY,211229,1895
JC-1,2014,16,KY,106288,2447
Upper Second Creek Mine,2016,8,KY,220654,2677
No 4,2003,29,KY,325202,2276
No. 75,2013,64,KY,248590,2050
Armstrong Co Strips,2001,25,PA,434044,2732
Mine #3,2001,22,KY,80549,2004
Lost Creek Mine,2006,10,KY,5401,529
Halls Creek Mine,2008,90,KY,913349,2101
West Elk Mine,2010,271,CO,4793507,2182
Mine No. 2,2002,19,KY,64590,1160
Sloan Mountain Mine,2008,48,AL,196868,2045
Mine 89,2015,19,WV,139302,2236
Blue Creek No. 2 Mine,2018,56,WV,464579,1783
Seng Creek Powellton,2009,46,WV,261409,2247
Quincy Manufactured Home Park,2009,34,WV,232547,2663
Aracoma Alma Mine #1,2006,158,WV,345988,2628
Monongalia County Mine,2011,504,WV,4341984,2312
Skyline Mine #3,2004,41,UT,464957,2089
Mine No 6,2014,81,WV,996724,2704
Samples Surface Mine,2009,135,WV,1348233,2914
Lee Ranch Coal Mine,2011,143,NM,2031875,2098
Sentinel Mine,2015,221,WV,989058,2224
Auger No 3174,2004,4,PA,13710,554
Stockton Mine,2010,36,PA,88278,2054
Auger #2,2014,1,PA,4497,386
Auger #1,2009,4,PA,10885,737
Ancient Sun Strip Saylor-McKinney,2009,3,PA,13177,1916
Feller #2 Strip,2004,46,PA,218292,2115
Fisher Mining Company,2009,30,PA,244535,2598
Surface Mine #2,2004,42,TN,71662,634
Mine No. 3,2012,6,VA,1355,1430
Band Mill Mine,2004,18,VA,102229,1867
Deep Mine #26,2006,227,VA,1989856,2230
Calvary No. 80,2000,40,KY,363910,2559
#20 Strip Job,2000,39,KY,418240,2893
Big Ridge Mine Portal No 2,2000,118,IL,1863961,2393
Tracy Vein Slope,2000,2,PA,82,378
Sandridge Coal LLC,2000,17,WV,58940,1574
no 2,2000,1,WV,5477,1372
Fay Penn #1,2016,2,PA,2119,1024
Paris 1,2006,10,PA,12413,519
Mine No 9,2003,3,KY,5641,268
Area #2,2008,2,TN,1507,854
No 1,2005,49,VA,359992,2199
Jerry Stalnaker Coal Company Inc,2001,9,WV,73300,2066
Clinton Surface Mine,2000,5,PA,1123,1809
F & M Strip,2001,3,OH,23756,3237
Triplett Branch,2001,27,KY,106269,1570
Job 54,2007,6,KY,48506,1905
Bee Tree Surface,2010,22,KY,62632,949
7-E,2012,17,KY,84255,2204
Schreckengost,2005,1,PA,4106,680
D-16,2013,82,VA,161459,2194
Strip #1,2008,9,OH,8377,268
Kemmerer Mine,2015,261,WY,4470864,1876
Big Branch,2005,135,KY,1507067,2287
#9,2013,13,KY,96857,2791
No. 1,2010,16,KY,63091,1513
River View Mine,2010,460,KY,5830052,2382
Deep Mine #35,2012,65,VA,293050,2082
No. 2 Gas,2018,33,WV,194221,1432
Mine No 2,2009,21,WV,25333,567
Black Knight II,2008,45,WV,309243,2400
Shoal Creek Mine,2007,336,AL,1326291,2079
Foidel Creek Mine,2012,377,CO,7974732,2175
Anna Branch Surface Mine,2009,7,WV,29388,2467
No. 4 Mine,2013,80,WV,433570,2144
Preacher Creek Strip,2009,67,VA,345658,2579
Smith Gap Surface Mine,2011,44,VA,171626,1638
Slabcamp,2016,103,WV,937837,2170
Beury Mountain Mine No. 1,2006,5,WV,8400,998
Dry Branch Surface No 1,2007,37,WV,272546,2258
Prime No. 1 Mine,2014,156,WV,981713,2378
Tamburlin Strip,2010,9,PA,71278,2100
Cooper Ridge Surface Mine,2006,8,TN,39776,2543
S-8 Jones Fork,2012,14,VA,177755,3158
#1,2003,10,VA,13027,486
Bearwallow Surface,2005,38,VA,495541,2812
Walnut Fork,2000,32,KY,60602,383
MTR Surface Mine,2007,30,KY,162901,2267
Cravat Strip-Belmont,2001,32,OH,613562,2876
Black Thunder,2001,555,WY,67621885,2249
Maverick Shop No. 1,2002,26,VA,226344,2125
Taylor Highwall Mine,2015,10,MD,45098,1457
King II,2017,65,CO,546616,2125
No 5 Strip,2015,12,VA,38121,1662
Lattimer Division,2004,7,PA,57560,1690
No. 4,2002,9,VA,48259,1513
Job 54,2006,4,KY,7800,525
#5,2006,5,KY,10296,217
Job #45,2012,57,KY,393425,2292
Runion Job,2005,19,KY,114866,2867
No. 1,2008,16,KY,145669,1942
Mine No 5,2017,15,KY,103380,2524
LEWIS CREEK,2015,70,KY,817127,1866
H-4,2012,9,KY,114648,1408
Imperial Hollow Mine,2017,12,KY,4298,764
Mine #23,2008,5,KY,2338,566
Acosta Mine III,2002,9,PA,81357,1780
Horse Creek,2004,27,AL,31653,293
Flat Top Mine,2015,35,AL,256521,2890
Slope #2,2011,4,PA,1410,434
Mine 33,2005,3,PA,17010,1127
Silver Creek Mtn Mine Operation,2013,2,PA,25790,975
New Centerville Quarry,2001,13,PA,52768,2066
Lightfoot No. 2A Mine,2001,162,WV,1142713,2331
Big Branch,2008,101,KY,780155,2677
KY 11,2010,8,KY,3553,561
Salem #2,2004,2,KY,11140,1130
GHM #30,2014,2,KY,2755,567
Lewis Creek Underground Mine,2014,91,KY,637949,2483
Acosta Mine,2002,3,PA,5440,315
#1,2002,26,KY,156787,2392
Roaring Run,2002,5,PA,49138,1552
Hopedale Mine,2013,134,OH,1124532,2361
Sloan Mountain Mine,2006,42,AL,242896,2090
White Queen,2003,42,WV,386173,2296
 Holden #22 Surface,2004,39,WV,78114,876
No 57 Mine,2017,31,WV,21729,1134
Bridger Underground Coal Mine,2009,221,WY,3471844,2395
Elk County Mine,2006,1,PA,9512,3225
Sherpa Mining,2013,17,PA,106155,2258
White Flame Surface Mine,2017,6,WV,109495,1942
Eagle Creek #11,2006,62,WV,776366,2579
Farley Eagle Mine,2008,41,WV,94511,1245
Tusky,2008,43,OH,424845,2452
Red Hawk,2003,21,IL,375255,2469
The American Coal Company New Era Mine,2013,426,IL,4419659,2331
Maple Creek,2003,74,PA,165073,2898
Mine No 1,2004,106,PA,823451,2358
Mine No 7,2000,17,KY,27881,651
Blackridge Strips,2000,2,PA,4324,668
3166,2015,3,WV,9204,1093
Mayo Operation,2018,2,PA,1645,640
Blue Ridge Mining,2018,2,PA,575,212
Roytown Deep Mine,2010,79,PA,356545,2229
No 5 Strip,2004,28,VA,300868,2379
No 1,2000,12,VA,50157,1544
Bullhorn Mine,2000,35,KY,291209,1371
Whitetail Kittanning Mine,2001,202,WV,2383660,2342
KY No 9,2008,12,KY,44769,895
Feds Creek Surface,2008,10,KY,20030,1992
No 2,2008,14,KY,78957,2333
Cherries Branch Surface Mine,2006,8,KY,15592,1371
Mine No. 7,2009,23,KY,104347,1947
San Juan Mine And Plant,2002,181,NM,1702937,2089
Elk Creek Mine,2006,246,CO,5128389,1885
New Horizon Mine,2016,21,CO,187983,1687
Marshall Mine,2005,3,PA,15334,1763
